qseqid	sseqid	pident	length	evalue	bitscore
sp|Q9BVW5|TIPIN_HUMAN	sp|Q04659|CSM3_YEAST	28.689	122	5.4e-09	54.3
sp|Q9BW19|KIFC1_HUMAN	sp|P17119|KAR3_YEAST	43.915	378	6.01e-93	301.0
sp|Q9BW72|HIG2A_HUMAN	sp|Q03713|RCF1_YEAST	30.303	66	7.42e-08	45.8
sp|Q9BW85|YJU2_HUMAN	sp|P28320|YJU2_YEAST	42.029	138	6.720000000000001e-31	115.0
sp|Q9BWH6|RPAP1_HUMAN	sp|Q04418|RBA50_YEAST	34.737	95	1.54e-11	66.2
sp|Q9BWT3|PAPOG_HUMAN	sp|P29468|PAP_YEAST	46.75	400	3.34e-130	396.0
sp|Q9BWT6|MND1_HUMAN	sp|P53102|MND1_YEAST	29.384	211	3.9499999999999996e-23	90.5
sp|Q9BX40|LS14B_HUMAN	sp|P45978|SCD6_YEAST	26.801	347	2.45e-19	86.3
sp|Q9BX95|SGPP1_HUMAN	sp|P47013|DS1P1_YEAST	24.556	338	3.65e-15	74.7
sp|Q9BXP2|S12A9_HUMAN	sp|P38329|VHC1_YEAST	33.574	831	4.61e-126	406.0
sp|Q9BXS5|AP1M1_HUMAN	sp|Q00776|AP1M1_YEAST	51.477	474	1.0800000000000001e-169	482.0
sp|Q9BXW7|HDHD5_HUMAN	sp|P36151|YK50_YEAST	29.667	300	4.36e-33	125.0
sp|Q9BXY0|MAK16_HUMAN	sp|P10962|MAK16_YEAST	57.627	177	2.81e-71	220.0
sp|Q9BY32|ITPA_HUMAN	sp|P47119|ITPA_YEAST	42.564	195	3.18e-42	139.0
sp|Q9BY43|CHM4A_HUMAN	sp|P39929|SNF7_YEAST	41.379	203	3.1999999999999996e-30	110.0
sp|Q9BY44|EIF2A_HUMAN	sp|P53235|EIF2A_YEAST	29.335	617	1.36e-59	207.0
sp|Q9BY50|SC11C_HUMAN	sp|P15367|SEC11_YEAST	47.337	169	3.2199999999999996e-45	145.0
sp|Q9BYD1|RM13_HUMAN	sp|Q12487|RM23_YEAST	37.838	148	1.88e-25	94.4
sp|Q9BYD3|RM04_HUMAN	sp|P51998|RL4P_YEAST	32.323	99	2.46e-09	55.1
sp|Q9BYG3|MK67I_HUMAN	sp|P53927|NOP15_YEAST	35.185	162	2.6e-20	85.1
sp|Q9BYN0|SRXN1_HUMAN	sp|P36077|SRX1_YEAST	33.628	113	1.81e-15	66.2
sp|Q9BYW2|SETD2_HUMAN	sp|P46995|SET2_YEAST	42.731	227	5.28e-54	202.0
sp|Q9BZD2|S29A3_HUMAN	sp|P31381|FUN26_YEAST	24.026	462	4.36e-17	81.6
sp|Q9BZD4|NUF2_HUMAN	sp|P33895|NUF2_YEAST	23.902	205	1.72e-07	51.2
sp|Q9BZE2|PUS3_HUMAN	sp|P31115|PUS3_YEAST	43.582	335	4.35e-84	264.0
sp|Q9BZE4|GTPB4_HUMAN	sp|Q02892|NOG1_YEAST	46.202	645	0.0	554.0
sp|Q9BZG8|DPH1_HUMAN	sp|P40487|DPH1_YEAST	52.267	375	4.15e-145	418.0
sp|Q9BZJ0|CRNL1_HUMAN	sp|Q12309|CLF1_YEAST	37.681	690	3.44e-142	434.0
sp|Q9BZJ4|S2539_HUMAN	sp|P53320|MTM1_YEAST	34.211	380	2.36e-53	178.0
sp|Q9BZK7|TBL1R_HUMAN	sp|P38262|SIF2_YEAST	24.955	561	9.33e-48	171.0
sp|Q9BZL1|UBL5_HUMAN	sp|Q6Q546|HUB1_YEAST	65.278	72	1.7e-31	102.0
sp|Q9BZP6|CHIA_HUMAN	sp|Q06350|CHI2_YEAST	27.806	392	1.07e-32	128.0
sp|Q9C0B7|TNG6_HUMAN	sp|Q12751|RTP1_YEAST	27.451	204	1.73e-13	73.2
sp|Q9C0D9|EPT1_HUMAN	sp|P22140|EPT1_YEAST	27.228	404	6.09e-38	139.0
sp|Q9C0J8|WDR33_HUMAN	sp|P42841|PFS2_YEAST	39.142	373	7.79e-84	280.0
sp|Q9GZL7|WDR12_HUMAN	sp|Q12024|YTM1_YEAST	29.515	454	2.41e-48	169.0
sp|Q9GZP9|DERL2_HUMAN	sp|Q12743|DFM1_YEAST	26.562	192	4.23e-14	68.6
sp|Q9GZR2|REXO4_HUMAN	sp|Q08237|REXO4_YEAST	47.904	167	6.81e-52	174.0
sp|Q9GZR7|DDX24_HUMAN	sp|P38112|MAK5_YEAST	33.131	495	2.33e-75	259.0
sp|Q9GZS1|RPA49_HUMAN	sp|Q01080|RPA49_YEAST	19.689	386	3.72e-10	59.3
sp|Q9GZT4|SRR_HUMAN	sp|P36007|LTHAD_YEAST	41.049	324	6.24e-71	222.0
sp|Q9GZT8|NIF3L_HUMAN	sp|P53081|NIF3_YEAST	39.259	135	1.2399999999999999e-23	97.4
sp|Q9GZV4|IF5A2_HUMAN	sp|P19211|IF5A2_YEAST	64.865	148	3.74e-73	214.0
sp|Q9H000|MKRN2_HUMAN	sp|Q02799|LEE1_YEAST	38.596	57	1.24e-07	50.8
sp|Q9H063|MAF1_HUMAN	sp|P41910|MAF1_YEAST	32.593	135	3.26e-14	69.3
sp|Q9H078|CLPB_HUMAN	sp|P33416|HSP78_YEAST	36.923	325	4.92e-56	203.0
sp|Q9H089|LSG1_HUMAN	sp|P53145|LSG1_YEAST	58.084	167	2.97e-64	222.0
sp|Q9H0A0|NAT10_HUMAN	sp|P53914|NAT10_YEAST	55.367	1062	0.0	1138.0
sp|Q9H0D6|XRN2_HUMAN	sp|Q02792|XRN2_YEAST	44.583	563	1.14e-142	449.0
sp|Q9H0R6|GATA_HUMAN	sp|Q03557|GATA_YEAST	33.41	437	2.82e-63	212.0
sp|Q9H0R8|GBRL1_HUMAN	sp|P38182|ATG8_YEAST	54.701	117	5.5899999999999996e-46	142.0
sp|Q9H0S4|DDX47_HUMAN	sp|P38712|RRP3_YEAST	56.724	409	6.520000000000001e-164	469.0
sp|Q9H0U3|MAGT1_HUMAN	sp|P48439|OST3_YEAST	22.636	349	2.45e-16	77.0
sp|Q9H0X9|OSBL5_HUMAN	sp|P38755|OSH7_YEAST	36.043	369	6.629999999999999e-68	231.0
sp|Q9H115|SNAB_HUMAN	sp|P32602|SEC17_YEAST	34.507	284	2.0800000000000001e-47	158.0
sp|Q9H173|SIL1_HUMAN	sp|Q08199|SIL1_YEAST	43.478	46	4.72e-08	52.8
sp|Q9H1A4|APC1_HUMAN	sp|P53886|APC1_YEAST	26.637	901	1.22e-50	196.0
sp|Q9H1D9|RPC6_HUMAN	sp|P32910|RPC6_YEAST	29.911	224	7.03e-29	111.0
sp|Q9H1K0|RBNS5_HUMAN	sp|P32609|PEP7_YEAST	26.054	261	1.26e-12	68.9
sp|Q9H1K1|ISCU_HUMAN	sp|Q12056|ISU2_YEAST	71.756	131	1.96e-67	200.0
sp|Q9H1Y0|ATG5_HUMAN	sp|Q12380|ATG5_YEAST	23.39	295	2.57e-13	66.6
sp|Q9H221|ABCG8_HUMAN	sp|Q08234|YO075_YEAST	30.292	548	1.6000000000000002e-70	247.0
sp|Q9H269|VPS16_HUMAN	sp|Q03308|VPS16_YEAST	26.602	515	3.96e-44	169.0
sp|Q9H270|VPS11_HUMAN	sp|P12868|PEP5_YEAST	23.607	610	4.02e-34	139.0
sp|Q9H2C2|ARV1_HUMAN	sp|Q06541|ARV1_YEAST	44.262	61	6.61e-09	53.5
sp|Q9H2D1|S2532_HUMAN	sp|P40556|YIA6_YEAST	35.816	282	7.38e-52	173.0
sp|Q9H2J4|PDCL3_HUMAN	sp|Q12017|PLP2_YEAST	30.263	228	5.1e-22	90.1
sp|Q9H2P9|DPH5_HUMAN	sp|P32469|DPH5_YEAST	58.238	261	1.15e-111	322.0
sp|Q9H2W6|RM46_HUMAN	sp|P36528|RM17_YEAST	30.405	148	7.01e-10	56.6
sp|Q9H300|PARL_HUMAN	sp|P53259|PCP1_YEAST	31.795	195	4.05e-24	99.8
sp|Q9H3H1|MOD5_HUMAN	sp|P07884|MOD5_YEAST	35.035	431	1.0499999999999998e-68	223.0
sp|Q9H3H5|GPT_HUMAN	sp|P07286|GPT_YEAST	41.832	404	8.49e-100	302.0
sp|Q9H3J6|MTRFR_HUMAN	sp|Q05863|YL281_YEAST	48.485	66	4.67e-14	63.9
sp|Q9H3K6|BOLA2_HUMAN	sp|P53082|BOL2_YEAST	37.349	83	9.45e-13	57.0
sp|Q9H3R0|KDM4C_HUMAN	sp|P39956|RPH1_YEAST	38.462	364	4.66e-76	265.0
sp|Q9H3S4|TPK1_HUMAN	sp|P35202|THI80_YEAST	26.667	270	4.02e-26	101.0
sp|Q9H3S5|PIGM_HUMAN	sp|P47088|GPI14_YEAST	37.56	418	3.02e-81	254.0
sp|Q9H422|HIPK3_HUMAN	sp|P14680|YAK1_YEAST	40.674	386	9.22e-78	272.0
sp|Q9H446|RWDD1_HUMAN	sp|Q03768|GIR2_YEAST	30.638	235	4.6e-20	84.3
sp|Q9H477|RBSK_HUMAN	sp|P25332|RBSK_YEAST	30.952	336	6.59e-30	114.0
sp|Q9H490|PIGU_HUMAN	sp|P41733|CDC91_YEAST	28.788	396	1.02e-37	139.0
sp|Q9H4A5|GLP3L_HUMAN	sp|Q06385|VPS74_YEAST	47.982	223	2.8199999999999997e-61	195.0
sp|Q9H4B0|OSGL1_HUMAN	sp|P43122|QRI7_YEAST	31.92	401	5.86e-36	134.0
sp|Q9H4G4|GAPR1_HUMAN	sp|P47032|PRY1_YEAST	41.844	141	1.83e-24	94.0
sp|Q9H4K7|MTG2_HUMAN	sp|P38860|MTG2_YEAST	37.879	198	1.33e-32	126.0
sp|Q9H4L7|SMRCD_HUMAN	sp|P31380|FUN30_YEAST	44.841	533	4.72e-141	450.0
sp|Q9H501|ESF1_HUMAN	sp|Q06344|ESF1_YEAST	35.516	504	6.19e-73	249.0
sp|Q9H553|ALG2_HUMAN	sp|P43636|ALG2_YEAST	38.864	440	1.78e-92	285.0
sp|Q9H583|HEAT1_HUMAN	sp|P42945|UTP10_YEAST	23.795	954	7.910000000000001e-37	151.0
sp|Q9H598|VIAAT_HUMAN	sp|P47082|AVT1_YEAST	25.383	457	8.85e-13	68.6
sp|Q9H5J4|ELOV6_HUMAN	sp|P39540|ELO1_YEAST	29.644	253	8.45e-21	87.8
sp|Q9H611|PIF1_HUMAN	sp|P07271|PIF1_YEAST	44.013	309	1.49e-72	248.0
sp|Q9H6Q4|CIAO3_HUMAN	sp|P23503|NAR1_YEAST	30.303	528	1.77e-59	201.0
sp|Q9H6R4|NOL6_HUMAN	sp|P53254|UTP22_YEAST	23.761	1069	1.9700000000000002e-64	237.0
sp|Q9H6U8|ALG9_HUMAN	sp|P53868|ALG9_YEAST	33.396	530	8.64e-75	247.0
sp|Q9H6V9|LDAH_HUMAN	sp|Q06522|YP147_YEAST	23.592	284	9.97e-08	50.4
sp|Q9H6Z4|RANB3_HUMAN	sp|P40517|YRB2_YEAST	32.639	144	8.82e-15	73.6
sp|Q9H720|PG2IP_HUMAN	sp|P25618|CWH43_YEAST	30.563	710	5.18e-78	266.0
sp|Q9H7B2|RPF2_HUMAN	sp|P36160|RPF2_YEAST	46.259	294	1.57e-75	233.0
sp|Q9H7D7|WDR26_HUMAN	sp|P25569|GID7_YEAST	33.613	119	3.87e-15	77.0
sp|Q9H7F0|AT133_HUMAN	sp|Q12697|YPK9_YEAST	37.148	1206	0.0	709.0
sp|Q9H871|RMD5A_HUMAN	sp|Q12508|RMD5_YEAST	25.598	418	8.84e-27	108.0
sp|Q9H8H2|DDX31_HUMAN	sp|P36120|DBP7_YEAST	33.816	621	6.99e-92	303.0
sp|Q9H8M5|CNNM2_HUMAN	sp|Q12296|MAM3_YEAST	38.827	358	4.35e-71	246.0
sp|Q9H8P0|SR5A3_HUMAN	sp|P40526|DFG10_YEAST	26.354	277	2.45e-10	58.2
sp|Q9H8S9|MOB1A_HUMAN	sp|P40484|MOB1_YEAST	50.23	217	5.6199999999999995e-67	206.0
sp|Q9H8Y5|ANKZ1_HUMAN	sp|Q04311|VMS1_YEAST	27.949	390	7.990000000000001e-32	129.0
sp|Q9H967|WDR76_HUMAN	sp|Q12510|CMR1_YEAST	24.578	533	3.5400000000000005e-27	113.0
sp|Q9H981|ARP8_HUMAN	sp|Q12386|ARP8_YEAST	29.076	368	5.75e-49	181.0
sp|Q9H993|ARMT1_HUMAN	sp|Q04371|ARMT1_YEAST	29.959	484	7.79e-55	187.0
sp|Q9H9E3|COG4_HUMAN	sp|Q06096|COG4_YEAST	20.833	528	1.46e-15	79.0
sp|Q9H9F9|ARP5_HUMAN	sp|P53946|ARP5_YEAST	30.151	398	2.0199999999999998e-46	172.0
sp|Q9H9T3|ELP3_HUMAN	sp|Q02908|ELP3_YEAST	74.135	549	0.0	856.0
sp|Q9H9Y2|RPF1_HUMAN	sp|P38805|RPF1_YEAST	46.488	299	3.39e-80	244.0
sp|Q9H9Y4|GPN2_HUMAN	sp|Q08726|GPN2_YEAST	47.547	265	2.84e-86	261.0
sp|Q9H9Y6|RPA2_HUMAN	sp|P22138|RPA2_YEAST	43.504	1170	0.0	952.0
sp|Q9HA82|CERS4_HUMAN	sp|P38703|LAG1_YEAST	29.741	232	2.37e-14	72.0
sp|Q9HAB8|PPCS_HUMAN	sp|P40506|PPCS_YEAST	38.908	293	3.31e-57	186.0
sp|Q9HAN9|NMNA1_HUMAN	sp|P53204|NMA2_YEAST	41.538	260	4.2599999999999996e-69	217.0
sp|Q9HAU5|RENT2_HUMAN	sp|P38798|NMD2_YEAST	26.241	423	1.31e-40	161.0
sp|Q9HAV4|XPO5_HUMAN	sp|P52918|MSN5_YEAST	23.195	651	6.77e-17	84.3
sp|Q9HAV7|GRPE1_HUMAN	sp|P38523|GRPE_YEAST	39.49	157	1.1e-31	113.0
sp|Q9HB07|MYG1_HUMAN	sp|P40093|YEY6_YEAST	43.695	341	1.8e-98	294.0
sp|Q9HB90|RRAGC_HUMAN	sp|P53290|RAGCD_YEAST	47.368	323	5.1e-102	304.0
sp|Q9HBY8|SGK2_HUMAN	sp|P12688|YPK1_YEAST	51.304	345	2.09e-113	343.0
sp|Q9HC07|TM165_HUMAN	sp|P38301|GDT1_YEAST	33.891	239	1.84e-43	149.0
sp|Q9HC21|TPC_HUMAN	sp|P53257|TPC1_YEAST	28.065	310	1.58e-35	129.0
sp|Q9HCE5|MET14_HUMAN	sp|P25583|MET14_YEAST	27.541	305	1.32e-29	116.0
sp|Q9HCG8|CWC22_HUMAN	sp|P53333|CWC22_YEAST	30.435	506	2.04e-62	219.0
sp|Q9HCN4|GPN1_HUMAN	sp|P47122|GPN1_YEAST	50.411	365	5.14e-119	348.0
sp|Q9HCS7|SYF1_HUMAN	sp|Q04048|SYF1_YEAST	27.869	549	1.16e-59	216.0
sp|Q9HD20|AT131_HUMAN	sp|P39986|SPF1_YEAST	40.328	1158	0.0	840.0
sp|Q9HD23|MRS2_HUMAN	sp|Q02783|LPE10_YEAST	28.339	307	2.5699999999999998e-23	99.4
sp|Q9HD34|LYRM4_HUMAN	sp|Q6Q560|ISD11_YEAST	41.667	84	4.21e-22	80.5
sp|Q9HD42|CHM1A_HUMAN	sp|P69771|DID2_YEAST	47.475	198	1.75e-54	170.0
sp|Q9HD47|MOG1_HUMAN	sp|P47123|MOG1_YEAST	29.24	171	4.04e-15	68.6
sp|Q9NNW5|WDR6_HUMAN	sp|Q08924|WDR6_YEAST	20.121	1158	8.83e-30	125.0
sp|Q9NP73|ALG13_HUMAN	sp|P53178|ALG13_YEAST	32.051	156	3.95e-14	70.5
sp|Q9NP77|SSU72_HUMAN	sp|P53538|SSU72_YEAST	45.55	191	2.4899999999999998e-55	172.0
sp|Q9NP81|SYSM_HUMAN	sp|P38705|SYSM_YEAST	31.729	457	9.29e-72	233.0
sp|Q9NPA8|ENY2_HUMAN	sp|Q6WNK7|SUS1_YEAST	31.395	86	4.14e-11	52.8
sp|Q9NPB8|GPCP1_HUMAN	sp|Q02979|GDE1_YEAST	39.429	175	7.39e-28	118.0
sp|Q9NPD3|EXOS4_HUMAN	sp|P46948|RRP41_YEAST	35.865	237	5.809999999999999e-48	157.0
sp|Q9NPE3|NOP10_HUMAN	sp|Q6Q547|NOP10_YEAST	60.345	58	6.14e-20	72.8
sp|Q9NPF4|OSGEP_HUMAN	sp|P36132|KAE1_YEAST	61.413	368	2.12e-153	434.0
sp|Q9NPF5|DMAP1_HUMAN	sp|P53201|SWC4_YEAST	24.051	316	1.6e-21	95.1
sp|Q9NPG2|NGB_HUMAN	sp|P39676|FHP_YEAST	39.683	63	1.3e-10	56.2
sp|Q9NPH2|INO1_HUMAN	sp|P11986|INO1_YEAST	51.657	513	0.0	541.0
sp|Q9NQ29|LUC7L_HUMAN	sp|Q07508|LUC7_YEAST	33.755	237	3.58e-34	125.0
sp|Q9NQ55|SSF1_HUMAN	sp|Q12153|SSF2_YEAST	34.597	422	1.85e-65	216.0
sp|Q9NQC3|RTN4_HUMAN	sp|Q12443|RTN2_YEAST	24.224	161	5.73e-09	57.4
sp|Q9NQG5|RPR1B_HUMAN	sp|Q05543|RT103_YEAST	29.63	135	6.01e-13	67.0
sp|Q9NQH7|XPP3_HUMAN	sp|P40051|ICP55_YEAST	35.532	470	3.86e-93	291.0
sp|Q9NQP4|PFD4_HUMAN	sp|P53900|PFD4_YEAST	36.508	126	7.01e-19	74.7
sp|Q9NQQ7|S35H1_HUMAN	sp|Q03697|YMD8_YEAST	28.255	361	8.37e-30	117.0
sp|Q9NQR4|NIT2_HUMAN	sp|P49954|NIT3_YEAST	49.638	276	2.7199999999999997e-95	280.0
sp|Q9NQT4|EXOS5_HUMAN	sp|P53256|RRP46_YEAST	28.638	213	3.3099999999999997e-23	91.7
sp|Q9NQT5|EXOS3_HUMAN	sp|Q08285|RRP40_YEAST	35.638	188	5.719999999999999e-34	121.0
sp|Q9NQW7|XPP1_HUMAN	sp|Q07825|FRA1_YEAST	39.013	669	7.46e-138	418.0
sp|Q9NQY0|BIN3_HUMAN	sp|P25343|RV161_YEAST	26.894	264	1.1100000000000001e-21	89.0
sp|Q9NQZ2|SAS10_HUMAN	sp|Q12136|SAS10_YEAST	47.368	76	2.08e-12	67.0
sp|Q9NQZ7|ENTP7_HUMAN	sp|P40009|YND1_YEAST	32.979	470	4.26e-74	247.0
sp|Q9NR50|EI2BG_HUMAN	sp|P09032|EI2BG_YEAST	22.84	486	1.51e-17	83.2
sp|Q9NRG4|SMYD2_HUMAN	sp|Q12529|SET6_YEAST	34.177	79	7.57e-09	55.1
sp|Q9NRH3|TBG2_HUMAN	sp|P53378|TBG_YEAST	40.529	454	2.21e-116	347.0
sp|Q9NRK6|ABCBA_HUMAN	sp|P33310|MDL1_YEAST	42.881	597	1.7999999999999999e-149	450.0
sp|Q9NRP4|SDHF3_HUMAN	sp|Q04401|SDHF3_YEAST	34.234	111	2.2e-11	55.1
sp|Q9NRR4|RNC_HUMAN	sp|Q02555|RNT1_YEAST	35.789	95	7.74e-09	57.8
sp|Q9NRW7|VPS45_HUMAN	sp|P38932|VPS45_YEAST	37.41	556	9.27e-121	366.0
sp|Q9NRX1|PNO1_HUMAN	sp|Q99216|PNO1_YEAST	64.286	182	2.96e-83	248.0
sp|Q9NRX2|RM17_HUMAN	sp|P22353|RM08_YEAST	30.579	121	2.74e-11	58.2
sp|Q9NRZ5|PLCD_HUMAN	sp|P38226|CST26_YEAST	26.159	302	2.24e-25	103.0
sp|Q9NRZ9|HELLS_HUMAN	sp|P43610|IRC5_YEAST	44.201	638	1.35e-164	498.0
sp|Q9NS18|GLRX2_HUMAN	sp|P17695|GLRX2_YEAST	35.294	102	7.31e-17	70.9
sp|Q9NS91|RAD18_HUMAN	sp|P10862|RAD18_YEAST	27.628	333	9.6e-22	95.9
sp|Q9NSD9|SYFB_HUMAN	sp|P15624|SYFB_YEAST	45.649	609	5.3700000000000005e-179	517.0
sp|Q9NSE4|SYIM_HUMAN	sp|P48526|SYIM_YEAST	36.462	1012	0.0	603.0
sp|Q9NSY1|BMP2K_HUMAN	sp|P53974|ARK1_YEAST	37.38	313	1.4199999999999998e-61	221.0
sp|Q9NT62|ATG3_HUMAN	sp|P40344|ATG3_YEAST	34.259	324	5.790000000000001e-47	158.0
sp|Q9NTG7|SIR3_HUMAN	sp|P53686|HST2_YEAST	41.806	299	1.71e-73	231.0
sp|Q9NTJ3|SMC4_HUMAN	sp|Q12267|SMC4_YEAST	36.871	1272	0.0	735.0
sp|Q9NTJ4|MA2C1_HUMAN	sp|P22855|MAN1_YEAST	35.355	1055	0.0	559.0
sp|Q9NTJ5|SAC1_HUMAN	sp|P32368|SAC1_YEAST	35.959	584	1.52e-117	360.0
sp|Q9NTK5|OLA1_HUMAN	sp|P38219|OLA1_YEAST	53.827	392	1.45e-141	406.0
sp|Q9NU19|TB22B_HUMAN	sp|Q08484|GYP1_YEAST	51.751	257	6.2e-83	268.0
sp|Q9NU22|MDN1_HUMAN	sp|Q12019|MDN1_YEAST	40.778	2158	0.0	1543.0
sp|Q9NUB1|ACS2L_HUMAN	sp|P52910|ACS2_YEAST	46.119	657	0.0	594.0
sp|Q9NUH8|TM14B_HUMAN	sp|P47131|YJ55_YEAST	37.288	59	1.53e-06	41.6
sp|Q9NUI1|DECR2_HUMAN	sp|P32573|SPS19_YEAST	42.292	253	1.73e-59	189.0
sp|Q9NUM3|S39A9_HUMAN	sp|Q12067|ATX2_YEAST	21.695	295	1.26e-08	53.1
sp|Q9NUN7|ACER3_HUMAN	sp|Q02896|YDC1_YEAST	35.0	260	2.07e-44	150.0
sp|Q9NUP7|TRM13_HUMAN	sp|Q12383|TRM13_YEAST	28.516	519	1.05e-43	158.0
sp|Q9NUQ8|ABCF3_HUMAN	sp|P43535|GCN20_YEAST	43.467	750	0.0	574.0
sp|Q9NUU7|DD19A_HUMAN	sp|P20449|DBP5_YEAST	51.084	415	4.06e-154	445.0
sp|Q9NUW8|TYDP1_HUMAN	sp|P38319|TYDP1_YEAST	23.819	529	3.78e-17	82.8
sp|Q9NV06|DCA13_HUMAN	sp|P33750|DCA13_YEAST	45.61	467	6e-149	431.0
sp|Q9NV31|IMP3_HUMAN	sp|P32899|IMP3_YEAST	53.552	183	7.62e-68	203.0
sp|Q9NV56|MRGBP_HUMAN	sp|P53911|EAF7_YEAST	31.25	80	1.68e-07	48.5
sp|Q9NV66|TYW1_HUMAN	sp|Q08960|TYW1_YEAST	41.254	686	1.21e-156	472.0
sp|Q9NVA1|UQCC1_HUMAN	sp|P21560|CBP3_YEAST	32.886	149	2.12e-16	76.3
sp|Q9NVA4|T184C_HUMAN	sp|P36142|HFL1_YEAST	34.733	262	1.1700000000000001e-27	112.0
sp|Q9NVD3|SETD4_HUMAN	sp|P38732|EFM1_YEAST	24.122	427	8.41e-11	62.0
sp|Q9NVE7|PANK4_HUMAN	sp|Q04430|PANK_YEAST	37.922	385	3.19e-56	195.0
sp|Q9NVH6|TMLH_HUMAN	sp|P23180|AIM17_YEAST	24.444	405	4.1e-13	68.6
sp|Q9NVP1|DDX18_HUMAN	sp|Q03532|HAS1_YEAST	59.761	502	0.0	647.0
sp|Q9NVP2|ASF1B_HUMAN	sp|P32447|ASF1_YEAST	59.355	155	1.7e-63	196.0
sp|Q9NVS9|PNPO_HUMAN	sp|P38075|PDX3_YEAST	38.053	226	1.07e-43	145.0
sp|Q9NVU7|SDA1_HUMAN	sp|P53313|SDA1_YEAST	34.585	772	3.9200000000000003e-118	369.0
sp|Q9NVX2|NLE1_HUMAN	sp|P25382|NLE1_YEAST	46.813	502	1.1800000000000001e-161	466.0
sp|Q9NW08|RPC2_HUMAN	sp|P22276|RPC2_YEAST	63.069	1121	0.0	1433.0
sp|Q9NW13|RBM28_HUMAN	sp|P37838|NOP4_YEAST	36.408	206	3.88e-28	118.0
sp|Q9NW64|RBM22_HUMAN	sp|P38241|SLT11_YEAST	37.692	130	3.93e-17	80.5
sp|Q9NW68|BSDC1_HUMAN	sp|P54858|DOS2_YEAST	31.868	91	2.53e-08	53.1
sp|Q9NW75|GPTC2_HUMAN	sp|P53866|SQS1_YEAST	52.83	53	2.57e-07	51.2
sp|Q9NWK9|BCD1_HUMAN	sp|P38772|BCD1_YEAST	29.56	159	4.31e-14	71.6
sp|Q9NWL6|ASND1_HUMAN	sp|Q04489|ASND1_YEAST	31.694	366	1.8700000000000002e-32	129.0
sp|Q9NWS0|PIHD1_HUMAN	sp|P38768|PIH1_YEAST	31.624	117	6.26e-11	60.1
sp|Q9NWS8|RMND1_HUMAN	sp|Q05648|MRX10_YEAST	24.471	331	1.3400000000000002e-35	134.0
sp|Q9NWT1|PK1IP_HUMAN	sp|P20484|MAK11_YEAST	27.742	310	3.6399999999999997e-34	129.0
sp|Q9NWU1|OXSM_HUMAN	sp|P39525|CEM1_YEAST	39.597	447	3.95e-97	297.0
sp|Q9NWV4|CZIB_HUMAN	sp|P25654|YCY0_YEAST	23.464	179	4.27e-12	59.3
sp|Q9NWW6|NRK1_HUMAN	sp|P53915|NRK1_YEAST	24.59	183	1.27e-12	62.4
sp|Q9NWX6|THG1_HUMAN	sp|P53215|THG1_YEAST	52.093	215	2.13e-77	234.0
sp|Q9NWZ5|UCKL1_HUMAN	sp|P27515|URK1_YEAST	37.385	436	8.04e-91	286.0
sp|Q9NX07|TSAP1_HUMAN	sp|Q00539|NAM8_YEAST	35.545	211	3.34e-29	114.0
sp|Q9NX18|SDHF2_HUMAN	sp|Q08230|SDHF2_YEAST	44.697	132	1.52e-25	94.0
sp|Q9NX24|NHP2_HUMAN	sp|P32495|NHP2_YEAST	50.0	128	2.32e-44	141.0
sp|Q9NX58|LYAR_HUMAN	sp|P37263|YC16_YEAST	48.485	66	1.04e-11	60.5
sp|Q9NX74|DUS2_HUMAN	sp|P53720|DUS2_YEAST	38.742	302	9.47e-60	199.0
sp|Q9NXC5|MIOS_HUMAN	sp|P38164|SEA4_YEAST	30.309	551	1.46e-65	236.0
sp|Q9NXE8|CWC25_HUMAN	sp|P53854|CWC25_YEAST	36.364	99	3.54e-11	59.7
sp|Q9NXG2|THUM1_HUMAN	sp|P53072|TAN1_YEAST	28.458	253	4.26e-17	78.6
sp|Q9NXH9|TRM1_HUMAN	sp|P15565|TRM1_YEAST	37.024	551	3.01e-111	344.0
sp|Q9NXR8|ING3_HUMAN	sp|P50947|PHO23_YEAST	66.038	53	1.76e-22	95.5
sp|Q9NXW2|DJB12_HUMAN	sp|P48353|HLJ1_YEAST	46.667	120	8.59e-21	88.2
sp|Q9NXX6|NSE4A_HUMAN	sp|P43124|NSE4_YEAST	28.0	100	1.48e-09	57.0
sp|Q9NY12|GAR1_HUMAN	sp|P28007|GAR1_YEAST	52.846	123	2.3e-37	127.0
sp|Q9NY33|DPP3_HUMAN	sp|Q08225|DPP3_YEAST	35.918	735	1.1e-141	431.0
sp|Q9NY61|AATF_HUMAN	sp|Q06631|BFR2_YEAST	25.886	367	9.39e-19	87.4
sp|Q9NY93|DDX56_HUMAN	sp|Q06218|DBP9_YEAST	42.295	584	7.86e-150	441.0
sp|Q9NYA1|SPHK1_HUMAN	sp|Q12246|LCB4_YEAST	24.745	392	1.8900000000000002e-32	126.0
sp|Q9NYG5|APC11_HUMAN	sp|Q12157|APC11_YEAST	44.118	102	3.25e-24	87.4
sp|Q9NYH9|UTP6_HUMAN	sp|Q02354|UTP6_YEAST	31.746	189	1.93e-27	113.0
sp|Q9NYJ1|COA4_HUMAN	sp|Q05809|COA4_YEAST	37.037	54	8.5e-09	46.6
sp|Q9NYP7|ELOV5_HUMAN	sp|P25358|ELO2_YEAST	27.829	327	3.22e-19	84.3
sp|Q9NYU2|UGGG1_HUMAN	sp|P22023|KRE5_YEAST	27.604	384	1.14e-22	103.0
